st_code,cfra_code,major_head,year,vol,amt
19,221006106,2210,2005,3,94.61
10,204100001,2041,2005,3,94.62
15,221703001,2217,2006,3,94.63
28,204904108,2049,2005,3,94.64
14,220500103,2205,2005,3,94.68
9,222001105,2220,2005,3,94.69
17,223001001,2230,2006,3,94.7
16,345280001,3452,2006,2,94.71
27,205800797,2058,2005,3,94.72
23,221780800,2217,2005,3,94.75
22,222060109,2220,2005,3,94.77
1,201400116,2014,2006,3,94.78
30,240500001,2405,2006,2,94.79
18,205800101,2058,2006,3,94.8
3,223502800,2235,2005,3,94.81
29,201203103,2012,2005,3,94.82
12,204904104,2049,2006,3,94.84
14,250104105,2501,2006,2,94.86
32,345402203,3454,2005,2,94.89
9,223502800,2235,2006,3,94.92
24,223003001,2230,2006,3,94.93
22,201500105,2015,2005,3,94.98
14,240300195,2403,2006,2,95
8,201300104,2013,2006,3,95
27,225000101,2250,2005,3,95.02
11,223001001,2230,2006,3,95.02
20,223001103,2230,2005,3,95.12
2,204500103,2045,2005,3,95.13
19,342560789,3425,2006,2,95.17
28,224501104,2245,2006,3,95.19
20,205800103,2058,2006,3,95.23
13,240100107,2401,2006,2,95.27
40,251500798,2515,2006,2,95.28
2,220280107,2202,2005,3,95.3
5,222001105,2220,2006,3,95.32
30,201203090,2012,2006,3,95.36
9,223502190,2235,2006,3,95.42
34,221003789,2210,2005,3,95.44
19,223001103,2230,2006,3,95.46
32,204904102,2049,2006,3,95.48
8,223003102,2230,2005,3,95.48
33,207000003,2070,2005,3,95.51
2,240500101,2405,2006,2,95.55
14,201300800,2013,2005,3,95.56
21,207101111,2071,2006,3,95.56
16,203003001,2030,2005,3,95.58
14,240400102,2404,2005,2,95.63
34,223002101,2230,2006,3,95.69
40,221780004,2217,2005,3,95.7
34,220202789,2202,2005,3,95.71
2,207000105,2070,2005,3,95.72
34,345201102,3452,2006,2,95.73
12,220280800,2202,2005,3,95.74
14,285302001,2853,2006,2,95.74
17,220202001,2202,2005,3,95.74
8,221006107,2210,2005,3,95.75
22,347500106,3475,2006,2,95.79
12,250600800,2506,2005,2,95.81
1,220202107,2202,2006,3,95.86
19,240601796,2406,2006,2,95.89
32,201203090,2012,2005,3,95.9
11,240500001,2405,2006,2,95.92
17,240601800,2406,2005,2,95.96
3,201500101,2015,2006,3,95.96
2,285100105,2851,2006,2,96
17,345280104,3452,2005,2,96.04
9,343503101,3435,2006,2,96.1
19,345100091,3451,2006,2,96.13
17,345100101,3451,2006,2,96.15
9,270107101,2701,2005,2,96.16
9,221005001,2210,2006,3,96.17
12,285302001,2853,2005,2,96.2
15,240400191,2404,2005,2,96.2
21,220500107,2205,2005,3,96.24
16,240602110,2406,2006,2,96.26
2,240801796,2408,2006,2,96.28
40,220203107,2202,2006,3,96.31
11,240500001,2405,2005,2,96.32
3,222501800,2225,2006,3,96.34
10,240601070,2406,2006,2,96.37
8,221006102,2210,2005,3,96.39
2,225100796,2251,2006,3,96.54
19,250560797,2505,2005,2,96.56
11,221006112,2210,2006,3,96.57
20,201203103,2012,2006,3,96.58
15,220202101,2202,2005,3,96.61
6,202900800,2029,2005,3,96.63
12,224502101,2245,2005,3,96.68
22,204901305,2049,2005,3,96.7
15,305404337,3054,2006,2,96.72
40,221501003,2215,2005,3,96.73
15,202900102,2029,2006,3,96.74
21,305600104,3056,2006,2,96.78
19,220202789,2202,2006,3,96.89
17,222060101,2220,2005,3,96.9
13,201300108,2013,2006,3,96.9
40,207101200,2071,2005,3,96.92
27,204904108,2049,2005,3,96.93
10,205600001,2056,2005,3,96.94
23,201500108,2015,2006,3,96.94
19,225000103,2250,2005,3,96.94
40,345500798,3455,2006,2,96.95
34,205980053,2059,2006,3,96.96
32,285208202,2852,2006,2,97
14,342560004,3425,2006,2,97
33,221006796,2210,2006,3,97.02
21,240601003,2406,2005,2,97.03
34,251500789,2515,2005,2,97.05
18,221100102,2211,2005,3,97.05
6,205600001,2056,2005,3,97.07
15,205600001,2056,2005,3,97.07
13,207000800,2070,2005,3,97.11
14,220500103,2205,2006,3,97.12
11,285100200,2851,2006,2,97.12
24,205300101,2053,2006,3,97.13
34,285100104,2851,2006,2,97.14
20,222060001,2220,2006,3,97.16
14,221100003,2211,2005,3,97.17
21,205901051,2059,2005,3,97.24
40,201203111,2012,2006,3,97.27
17,240602800,2406,2005,2,97.3
5,220202004,2202,2005,3,97.35
19,220205789,2202,2006,3,97.35
7,223001102,2230,2006,3,97.42
12,240601101,2406,2006,2,97.45
11,240500101,2405,2005,2,97.48
28,285280789,2852,2006,2,97.5
23,204903108,2049,2006,3,97.5
22,285100107,2851,2005,2,97.51
7,240100800,2401,2006,2,97.53
19,281002789,2810,2005,2,97.7
7,202900103,2029,2006,3,97.74
6,220500103,2205,2005,3,97.75
7,251500800,2515,2005,2,97.77
40,203900001,2039,2006,3,97.81
30,221780001,2217,2006,3,97.83
19,221006102,2210,2005,3,97.85
11,220400102,2204,2005,3,97.88
24,223502104,2235,2005,3,97.9
6,221004103,2210,2006,3,97.9
17,221606800,2216,2006,3,97.93
24,221080004,2210,2005,3,97.94
34,220202789,2202,2006,3,97.97
24,240602796,2406,2005,2,97.99
18,220201053,2202,2005,3,98
27,220203107,2202,2006,3,98.03
20,240601005,2406,2006,2,98.04
29,201203103,2012,2006,3,98.1
22,220300800,2203,2005,3,98.13
13,240100113,2401,2005,2,98.16
7,203900800,2039,2005,3,98.17
17,240601005,2406,2005,2,98.23
27,270500428,2705,2006,2,98.27
1,305403337,3054,2006,2,98.29
10,204904102,2049,2005,3,98.4
9,201300104,2013,2006,3,98.45
8,220203800,2202,2006,3,98.5
27,223001800,2230,2006,3,98.51
3,220500104,2205,2006,3,98.52
34,271103800,2711,2005,2,98.55
19,224502102,2245,2005,3,98.57
18,223001101,2230,2005,3,98.59
24,240300107,2403,2005,2,98.62
17,240400191,2404,2005,2,98.63
18,345201102,3452,2005,2,98.64
30,345201101,3452,2006,2,98.67
27,240601109,2406,2006,2,98.69
10,305403052,3054,2005,2,98.73
32,345402203,3454,2006,2,98.74
18,205960103,2059,2005,3,98.79
22,250102796,2501,2006,2,98.8
29,201203090,2012,2006,3,98.85
21,201400103,2014,2006,3,98.85
22,205600102,2056,2006,3,98.86
40,240760797,2407,2005,2,99
30,240300111,2403,2006,2,99
32,221001196,2210,2006,3,99.08
33,345100092,3451,2005,2,99.1
21,305401104,3054,2005,2,99.11
11,345100090,3451,2006,2,99.14
40,345500798,3455,2005,2,99.15
20,345201101,3452,2005,2,99.21
27,220202800,2202,2005,3,99.28
33,221003110,2210,2005,3,99.28
17,223502103,2235,2006,3,99.29
15,201400114,2014,2006,3,99.3
15,201203090,2012,2005,3,99.3
9,240601800,2406,2005,2,99.3
32,222501196,2225,2006,3,99.31
21,240300107,2403,2006,2,99.31
40,205400098,2054,2006,3,99.32
21,220280001,2202,2005,3,99.33
5,240601070,2406,2005,2,99.33
23,201203090,2012,2005,3,99.34
6,224502105,2245,2005,3,99.36
27,201500105,2015,2006,3,99.4
40,240601013,2406,2006,2,99.41
1,203001001,2030,2005,3,99.43
11,345100102,3451,2005,2,99.45
9,220280001,2202,2005,3,99.47
24,202900800,2029,2005,3,99.55
30,223502107,2235,2006,3,99.56
10,201300108,2013,2006,3,99.59
33,285100797,2851,2006,2,99.61
27,220204200,2202,2005,3,99.67
20,205200099,2052,2006,3,99.68
11,240500101,2405,2006,2,99.74
7,343503103,3435,2005,2,99.79
30,220205800,2202,2005,3,99.81
5,240601070,2406,2006,2,99.81
15,205500113,2055,2006,3,99.84
20,251500101,2515,2006,2,99.86
24,270080800,2700,2005,2,99.9
16,255200101,2552,2005,2,99.92
18,205800101,2058,2005,3,99.96
34,222503789,2225,2006,3,99.99
7,202900103,2029,2005,3,99.99
21,240200103,2402,2005,2,99.99
40,305600003,3056,2006,2,100
40,207000797,2070,2005,3,100
40,305600003,3056,2005,2,100
40,221501197,2215,2006,3,100
34,201400800,2014,2006,3,100
28,224502109,2245,2006,3,100
12,220201102,2202,2006,3,100
12,221502105,2215,2006,3,100
22,220201108,2202,2005,3,100
7,280180800,2801,2006,2,100
30,201300105,2013,2006,3,100
24,342560600,3425,2006,2,100
24,342560600,3425,2005,2,100
6,201203102,2012,2006,3,100
20,345280104,3452,2005,2,100
29,224502101,2245,2005,3,100
29,342560600,3425,2006,2,100
29,221680191,2216,2005,3,100
32,240200800,2402,2006,2,100
32,207500797,2075,2006,3,100
14,343504104,3435,2006,2,100
15,255200011,2552,2006,2,100
15,255200011,2552,2005,2,100
15,221502105,2215,2006,3,100
15,205980052,2059,2005,3,100
13,201500108,2015,2005,3,100
21,221100103,2211,2006,3,100
21,221100103,2211,2005,3,100
21,240100110,2401,2005,2,100
21,224502119,2245,2006,3,100
3,220300112,2203,2006,3,100
8,270280796,2702,2005,2,100
11,220202110,2202,2005,3,100
33,250501800,2505,2005,2,100
33,221780192,2217,2006,3,100
9,241505277,2415,2006,2,100
19,285280796,2852,2006,2,100
7,223001103,2230,2006,3,100.01
21,222060102,2220,2006,3,100.01
8,270103101,2701,2005,2,100.01
33,223003800,2230,2005,3,100.04
40,207000115,2070,2005,3,100.06
16,207101111,2071,2006,3,100.08
32,222501282,2225,2006,3,100.11
8,223502190,2235,2005,3,100.16
11,240100800,2401,2006,2,100.17
10,220203001,2202,2006,3,100.21
22,240602111,2406,2006,2,100.21
21,221705796,2217,2006,3,100.21
22,205300800,2053,2006,3,100.22
19,203002001,2030,2006,3,100.22
17,240200109,2402,2005,2,100.27
15,223502103,2235,2005,3,100.28
22,220300102,2203,2006,3,100.29
8,270124101,2701,2005,2,100.32
19,257580799,2575,2006,2,100.36
3,221006104,2210,2006,3,100.38
23,223502107,2235,2006,3,100.43
28,270500001,2705,2005,2,100.43
18,241505004,2415,2006,2,100.44
24,201500101,2015,2006,3,100.44
12,205400098,2054,2006,3,100.48
17,204000001,2040,2005,3,100.48
1,203002102,2030,2006,3,100.49
18,220300103,2203,2006,3,100.5
10,240100105,2401,2006,2,100.5
14,240100102,2401,2005,2,100.52
28,240200789,2402,2006,2,100.53
11,220202107,2202,2006,3,100.57
10,205800101,2058,2006,3,100.6
21,205600102,2056,2005,3,100.62
6,204500103,2045,2006,3,100.74
7,204000001,2040,2005,3,100.75
28,220203112,2202,2005,3,100.8
23,347500200,3475,2005,2,100.83
27,270500001,2705,2006,2,100.85
34,222501001,2225,2005,3,100.87
7,201500106,2015,2005,3,100.87
9,240300195,2403,2006,2,100.9
34,242500277,2425,2006,2,100.99
27,220500001,2205,2005,3,100.99
19,223001004,2230,2005,3,101
40,201500105,2015,2005,3,101.04
40,255200105,2552,2005,2,101.05
28,224580001,2245,2006,3,101.09
2,250560702,2505,2005,2,101.09
19,271101052,2711,2005,2,101.1
15,243501800,2435,2006,2,101.16
17,201400108,2014,2005,3,101.17
18,240100107,2401,2006,2,101.21
29,205600102,2056,2005,3,101.21
2,240602796,2406,2006,2,101.23
28,270500001,2705,2006,2,101.24
18,255200234,2552,2006,2,101.25
18,220500102,2205,2005,3,101.25
19,224502105,2245,2006,3,101.27
29,201203090,2012,2005,3,101.31
15,205200092,2052,2006,3,101.31
20,241580004,2415,2006,2,101.32
7,204000001,2040,2006,3,101.38
16,207000003,2070,2005,3,101.38
14,223002101,2230,2006,3,101.4
17,205800101,2058,2006,3,101.44
33,270500116,2705,2006,2,101.48
8,220205796,2202,2006,3,101.53
13,204901123,2049,2006,3,101.55
11,285207800,2852,2006,2,101.56
17,201400105,2014,2006,3,101.77
20,221006106,2210,2006,3,101.79
15,221001200,2210,2006,3,101.8
10,345201101,3452,2006,2,101.83
20,240300103,2403,2005,2,101.85
19,271103052,2711,2005,2,101.86
23,223003789,2230,2006,3,101.87
2,221006796,2210,2005,3,101.98
40,305500796,3055,2005,2,102
40,221501197,2215,2005,3,102
29,222060103,2220,2005,3,102.03
20,221601800,2216,2005,3,102.07
16,205800101,2058,2006,3,102.08
10,221006107,2210,2005,3,102.11
21,223502200,2235,2005,3,102.13
27,203001102,2030,2005,3,102.15
21,201203090,2012,2005,3,102.15
17,240300107,2403,2006,2,102.21
24,305480799,3054,2005,2,102.21
5,270080800,2700,2005,2,102.25
19,221006102,2210,2006,3,102.28
10,240100001,2401,2005,2,102.29
13,240100113,2401,2006,2,102.3
29,220300112,2203,2005,3,102.31
16,240601070,2406,2005,2,102.31
2,240602796,2406,2005,2,102.37
1,223560800,2235,2006,3,102.37
14,205400095,2054,2006,3,102.41
10,270180005,2701,2005,2,102.44
27,347500200,3475,2005,2,102.46
32,223003800,2230,2006,3,102.47
29,285100200,2851,2006,2,102.52
12,240300107,2403,2006,2,102.56
9,223001004,2230,2005,3,102.64
15,205600001,2056,2006,3,102.66
12,223001001,2230,2006,3,102.67
7,223001103,2230,2005,3,102.69
15,345600800,3456,2006,2,102.71
9,270112101,2701,2005,2,102.74
9,240300103,2403,2006,2,102.77
34,221703191,2217,2005,3,102.86
17,345201101,3452,2006,2,102.86
22,240500105,2405,2005,2,102.9
5,221002102,2210,2005,3,102.9
23,201203090,2012,2006,3,102.96
15,207000104,2070,2005,3,103.02
8,285100110,2851,2006,2,103.14
19,250102101,2501,2006,2,103.15
19,221006112,2210,2006,3,103.17
10,207101106,2071,2006,3,103.23
14,222503800,2225,2005,3,103.23
5,250501800,2505,2005,2,103.25
5,201300108,2013,2006,3,103.33
32,224502111,2245,2006,3,103.34
11,202900001,2029,2006,3,103.38
2,223001101,2230,2005,3,103.4
34,222060101,2220,2005,3,103.45
24,201203090,2012,2005,3,103.46
28,221100796,2211,2005,3,103.47
6,347500106,3475,2006,2,103.49
1,241501004,2415,2005,2,103.5
19,240300105,2403,2006,2,103.52
10,201300101,2013,2005,3,103.54
3,205500116,2055,2006,3,103.55
12,223501001,2235,2006,3,103.6
1,205400003,2054,2005,3,103.67
6,242500277,2425,2005,2,103.75
16,204700103,2047,2006,3,103.75
3,220400101,2204,2006,3,103.81
19,281001800,2810,2006,2,103.83
19,223001004,2230,2006,3,103.84
32,221003198,2210,2006,3,103.92
9,240300195,2403,2005,2,103.94
24,201203090,2012,2006,3,103.96
24,241505004,2415,2005,2,103.96
19,257560799,2575,2005,2,103.98
22,201203103,2012,2005,3,103.99
29,345100800,3451,2005,2,104
14,281060800,2810,2005,2,104
22,305480800,3054,2006,2,104.04
8,223002004,2230,2006,3,104.04
28,240500800,2405,2005,2,104.07
10,220400101,2204,2005,3,104.08
12,240100105,2401,2006,2,104.09
24,221601796,2216,2006,3,104.11
17,345100001,3451,2006,2,104.11
13,221501101,2215,2006,3,104.11
18,221100104,2211,2006,3,104.12
11,345402112,3454,2005,2,104.13
30,270280001,2702,2005,2,104.15
15,207000104,2070,2006,3,104.15
19,225000103,2250,2006,3,104.17
19,271101800,2711,2005,2,104.21
33,225000103,2250,2005,3,104.22
9,305403800,3054,2005,2,104.22
21,270080004,2700,2005,2,104.22
2,242500796,2425,2005,2,104.23
28,240300796,2403,2005,2,104.25
29,240300107,2403,2005,2,104.26
30,240200102,2402,2005,2,104.31
40,240500102,2405,2005,2,104.34
20,223502103,2235,2005,3,104.36
5,205400095,2054,2005,3,104.44
17,201203800,2012,2006,3,104.45
3,305380003,3053,2006,2,104.56
33,220300107,2203,2006,3,104.57
15,201400114,2014,2005,3,104.6
8,221006102,2210,2006,3,104.6
32,221004102,2210,2005,3,104.63
17,345600800,3456,2005,2,104.66
21,220280001,2202,2006,3,104.67
24,201300101,2013,2006,3,104.69
15,201203090,2012,2006,3,104.73
18,240300105,2403,2005,2,104.75
23,220500101,2205,2006,3,104.77
8,201300101,2013,2006,3,104.8
7,220400103,2204,2006,3,104.81
23,240500789,2405,2005,2,104.85
34,240300001,2403,2005,2,104.86
14,242500101,2425,2005,2,104.87
19,205400502,2054,2005,3,104.9
30,201203103,2012,2006,3,104.91
20,270201796,2702,2005,2,104.91
3,221006104,2210,2005,3,104.91
17,240300800,2403,2006,2,104.92
5,240300107,2403,2006,2,104.93
33,255101101,2551,2005,2,104.94
20,201300800,2013,2006,3,104.96
21,280101800,2801,2006,2,104.98
33,205500112,2055,2005,3,104.99
30,222001105,2220,2005,3,105
15,242500107,2425,2006,2,105
21,270080003,2700,2005,2,105
2,222001105,2220,2006,3,105.03
9,240300113,2403,2005,2,105.07
29,221006003,2210,2005,3,105.16
40,240500102,2405,2006,2,105.17
19,205600001,2056,2006,3,105.19
23,223560101,2235,2006,3,105.2
30,345600001,3456,2006,2,105.21
14,220500102,2205,2006,3,105.22
11,224502101,2245,2005,3,105.22
33,255101105,2551,2006,2,105.23
34,342560800,3425,2005,2,105.27
18,221080004,2210,2005,3,105.32
2,205100103,2051,2005,3,105.37
8,221006107,2210,2006,3,105.41
33,225000103,2250,2006,3,105.42
33,240601070,2406,2006,2,105.46
30,224505101,2245,2005,3,105.5
2,204700103,2047,2006,3,105.5
23,345402800,3454,2006,2,105.5
40,223001105,2230,2005,3,105.52
33,240300113,2403,2006,2,105.53
23,345100092,3451,2005,2,105.54
10,345402201,3454,2005,2,105.58
11,220202106,2202,2006,3,105.58
24,241505277,2415,2006,2,105.65
34,222501001,2225,2006,3,105.71
33,240100111,2401,2006,2,105.71
32,281001101,2810,2006,2,105.75
17,221502106,2215,2006,3,105.76
9,223001004,2230,2006,3,105.78
13,201203090,2012,2006,3,105.8
18,220300103,2203,2005,3,105.82
24,257501255,2575,2006,2,105.85
10,220201001,2202,2005,3,105.86
30,220500103,2205,2005,3,105.87
34,223502001,2235,2005,3,105.91
17,285100003,2851,2006,2,105.91
40,280101001,2801,2006,2,105.94
40,280102797,2801,2006,2,106
6,220400800,2204,2005,3,106
40,270280001,2702,2005,2,106.01
11,205901053,2059,2005,3,106.02
24,222503282,2225,2005,3,106.05
10,201203090,2012,2005,3,106.06
20,223001103,2230,2006,3,106.06
18,221100102,2211,2006,3,106.09
22,220500102,2205,2005,3,106.1
2,201203090,2012,2006,3,106.11
8,223002004,2230,2005,3,106.16
27,223002796,2230,2005,3,106.19
28,201203090,2012,2006,3,106.2
24,221002200,2210,2006,3,106.21
24,241505277,2415,2005,2,106.22
33,255101105,2551,2005,2,106.35
34,240300103,2403,2006,2,106.37
27,220500001,2205,2006,3,106.39
12,220500105,2205,2005,3,106.41
14,207000001,2070,2005,3,106.44
32,204904102,2049,2005,3,106.46
18,220400001,2204,2005,3,106.48
1,280106052,2801,2006,2,106.54
8,270022101,2700,2005,2,106.55
18,240602112,2406,2005,2,106.57
22,250105101,2501,2005,2,106.61
24,201500101,2015,2005,3,106.72
28,201500106,2015,2005,3,106.73
16,220203001,2202,2006,3,106.8
34,203003001,2030,2005,3,106.81
20,221100102,2211,2006,3,106.84
29,220300112,2203,2006,3,106.84
14,223002101,2230,2005,3,106.92
11,345201102,3452,2006,2,106.96
6,207101111,2071,2005,3,106.98
21,223502789,2235,2006,3,106.98
24,220205102,2202,2005,3,107.02
6,202900800,2029,2006,3,107.13
40,220280107,2202,2005,3,107.15
27,222060106,2220,2006,3,107.15
28,204905101,2049,2005,3,107.19
24,240602796,2406,2006,2,107.2
40,205500112,2055,2005,3,107.26
34,222580800,2225,2005,3,107.29
28,205500113,2055,2006,3,107.34
14,250104105,2501,2005,2,107.37
33,221005101,2210,2006,3,107.37
34,342560800,3425,2006,2,107.42
1,223560107,2235,2006,3,107.58
34,221080004,2210,2005,3,107.59
6,223001001,2230,2005,3,107.6
14,220500102,2205,2005,3,107.6
11,201203103,2012,2006,3,107.65
32,221003197,2210,2006,3,107.66
5,203002101,2030,2005,3,107.72
24,345600796,3456,2005,2,107.75
29,205800001,2058,2005,3,107.75
12,285100103,2851,2006,2,107.78
32,255101800,2551,2006,2,107.78
8,240500796,2405,2006,2,107.85
24,202900800,2029,2006,3,107.87
16,347500106,3475,2006,2,107.9
33,207000003,2070,2006,3,107.94
10,345402201,3454,2006,2,107.95
34,241501789,2415,2006,2,108
21,223001109,2230,2006,3,108
24,343503003,3435,2006,2,108.05
33,270280001,2702,2005,2,108.08
29,240100104,2401,2005,2,108.09
21,240601004,2406,2006,2,108.09
1,222580101,2225,2006,3,108.11
22,205200092,2052,2006,3,108.18
18,345280800,3452,2005,2,108.21
22,220500800,2205,2005,3,108.22
19,242500106,2425,2006,2,108.25
21,203001101,2030,2005,3,108.27
32,221100003,2211,2005,3,108.28
34,270201103,2702,2005,2,108.29
30,223502105,2235,2006,3,108.34
15,222060102,2220,2006,3,108.36
34,220202800,2202,2005,3,108.46
10,201500101,2015,2006,3,108.5
12,305380001,3053,2005,2,108.56
15,240200800,2402,2005,2,108.57
24,201400116,2014,2005,3,108.71
33,221080800,2210,2006,3,108.71
20,224502113,2245,2005,3,108.72
14,220202101,2202,2006,3,108.81
29,220203107,2202,2005,3,108.86
6,207000105,2070,2006,3,108.89
7,223002001,2230,2005,3,108.91
17,220202800,2202,2005,3,108.96
34,240300001,2403,2006,2,108.99
27,220300108,2203,2005,3,108.99
16,201500102,2015,2005,3,109.04
2,347500106,3475,2005,2,109.08
22,224502112,2245,2005,3,109.09
15,202900103,2029,2005,3,109.12
40,305202102,3052,2005,2,109.26
15,345280001,3452,2005,2,109.28
19,281002800,2810,2005,2,109.3
5,221001102,2210,2005,3,109.33
8,285100103,2851,2006,2,109.34
22,270011101,2700,2005,2,109.36
8,201203090,2012,2006,3,109.43
2,223501202,2235,2005,3,109.48
19,241501789,2415,2006,2,109.5
40,280101001,2801,2005,2,109.51
27,220300108,2203,2006,3,109.51
22,201500102,2015,2006,3,109.57
30,207000115,2070,2006,3,109.58
14,201500103,2015,2006,3,109.58
2,221703193,2217,2006,3,109.59
33,201500106,2015,2005,3,109.6
29,221006107,2210,2005,3,109.63
24,221080004,2210,2006,3,109.65
14,240100119,2401,2005,2,109.71
29,220500800,2205,2005,3,109.74
6,240601800,2406,2006,2,109.79
24,240602800,2406,2005,2,109.8
10,305380003,3053,2006,2,109.85
11,223502101,2235,2005,3,109.87
29,305380003,3053,2005,2,109.93
6,205600001,2056,2006,3,109.97
40,270280196,2702,2005,2,110
10,345280800,3452,2006,2,110
24,345201101,3452,2006,2,110
3,201300108,2013,2005,3,110
33,221704191,2217,2006,3,110
17,347500106,3475,2005,2,110.02
21,205600102,2056,2006,3,110.04
23,203001101,2030,2005,3,110.07
23,223560101,2235,2005,3,110.11
10,270180190,2701,2005,2,110.14
1,345201102,3452,2005,2,110.15
29,220500101,2205,2006,3,110.15
18,223001103,2230,2005,3,110.18
2,240601800,2406,2005,2,110.2
34,203003001,2030,2006,3,110.26
14,223502101,2235,2005,3,110.26
34,205901053,2059,2006,3,110.31
24,224501102,2245,2005,3,110.33
20,345402111,3454,2005,2,110.4
22,250105101,2501,2006,2,110.43
13,240300105,2403,2005,2,110.48
9,221006800,2210,2005,3,110.49
12,205600001,2056,2006,3,110.5
6,204500101,2045,2006,3,110.5
30,240300001,2403,2006,2,110.51
40,250600103,2506,2006,2,110.54
20,221100102,2211,2005,3,110.57
29,221006107,2210,2006,3,110.57
40,221501198,2215,2006,3,110.6
12,221001103,2210,2005,3,110.62
22,223502107,2235,2005,3,110.63
28,220203112,2202,2006,3,110.65
1,240100105,2401,2005,2,110.72
29,220203800,2202,2005,3,110.74
40,204000101,2040,2005,3,110.75
1,220202107,2202,2005,3,110.78
8,240200101,2402,2006,2,110.78
24,285100104,2851,2005,2,110.81
5,221601700,2216,2006,3,110.82
14,240200101,2402,2005,2,110.89
15,221006003,2210,2005,3,110.96
12,204904107,2049,2005,3,110.99
22,220500107,2205,2005,3,110.99
12,207000800,2070,2005,3,111
11,201300800,2013,2006,3,111
16,240100103,2401,2005,2,111
33,201400103,2014,2006,3,111.02
29,240100104,2401,2006,2,111.03
27,347500200,3475,2006,2,111.03
28,285100797,2851,2006,2,111.05
22,201500102,2015,2005,3,111.06
28,222503190,2225,2005,3,111.1
40,204902221,2049,2005,3,111.13
9,221004103,2210,2006,3,111.16
27,240601190,2406,2006,2,111.21
3,223560104,2235,2005,3,111.22
6,270110001,2701,2005,2,111.29
33,220280107,2202,2005,3,111.3
8,240200101,2402,2005,2,111.32
10,205800101,2058,2005,3,111.33
10,223003003,2230,2005,3,111.33
24,221004102,2210,2005,3,111.34
32,221100003,2211,2006,3,111.37
27,224501101,2245,2006,3,111.37
16,201500102,2015,2006,3,111.37
30,223001102,2230,2005,3,111.4
29,345100091,3451,2005,2,111.4
33,343503001,3435,2006,2,111.4
19,224502111,2245,2006,3,111.4
10,305380003,3053,2005,2,111.49
6,221100102,2211,2005,3,111.5
17,285280800,2852,2006,2,111.51
17,345280104,3452,2006,2,111.53
2,205100103,2051,2006,3,111.56
10,240601070,2406,2005,2,111.59
22,223502106,2235,2005,3,111.59
3,240300113,2403,2006,2,111.61
8,223560800,2235,2006,3,111.63
1,223680800,2236,2005,3,111.71
15,220500001,2205,2005,3,111.71
11,240601101,2406,2005,2,111.71
30,240100103,2401,2006,2,111.73
17,220500105,2205,2006,3,111.75
32,222502198,2225,2005,3,111.76
33,223003001,2230,2006,3,111.77
10,222502198,2225,2005,3,111.79
15,240100109,2401,2005,2,111.8
14,221080800,2210,2006,3,111.84
20,240601005,2406,2005,2,111.86
20,251500003,2515,2006,2,111.87
7,203900104,2039,2006,3,111.93
22,207101102,2071,2006,3,111.97
22,240602796,2406,2006,2,111.98
8,270131800,2701,2005,2,111.98
12,345402201,3454,2006,2,112
22,280180796,2801,2006,2,112
22,280180796,2801,2005,2,112
30,240300001,2403,2005,2,112
40,204902207,2049,2006,3,112.02
14,345402201,3454,2006,2,112.06
15,205800101,2058,2006,3,112.09
20,240601003,2406,2006,2,112.1
33,270280001,2702,2006,2,112.1
1,201500102,2015,2005,3,112.12
27,221001800,2210,2005,3,112.12
7,223001102,2230,2005,3,112.13
5,221002102,2210,2006,3,112.19
40,240801101,2408,2006,2,112.2
11,221502105,2215,2005,3,112.27
23,220500796,2205,2005,3,112.32
18,285100101,2851,2005,2,112.34
27,240500102,2405,2005,2,112.37
10,221006107,2210,2006,3,112.38
32,201500106,2015,2005,3,112.38
40,201203111,2012,2005,3,112.43
12,220500107,2205,2005,3,112.43
30,223001102,2230,2006,3,112.45
5,251500001,2515,2006,2,112.46
13,220201107,2202,2005,3,112.48
3,250101001,2501,2006,2,112.52
20,240601105,2406,2005,2,112.53
7,270280001,2702,2005,2,112.58
32,305480191,3054,2006,2,112.64
28,222580101,2225,2005,3,112.7
8,201203090,2012,2005,3,112.7
14,222501277,2225,2005,3,112.76
8,270133800,2701,2005,2,112.76
13,305480052,3054,2005,2,112.78
19,221006112,2210,2005,3,112.78
29,281001001,2810,2005,2,112.85
5,240100107,2401,2006,2,112.85
7,223001800,2230,2005,3,112.88
30,305102103,3051,2005,2,112.92
6,205600102,2056,2005,3,112.94
14,222503800,2225,2006,3,112.96
5,345600001,3456,2006,2,112.99
22,240500109,2405,2006,2,113
19,221705051,2217,2005,3,113
2,240100111,2401,2006,2,113.04
11,201400114,2014,2005,3,113.05
27,221006003,2210,2005,3,113.09
2,250501796,2505,2006,2,113.17
24,257501288,2575,2005,2,113.2
2,223502101,2235,2006,3,113.22
15,240300105,2403,2006,2,113.24
15,201500103,2015,2005,3,113.27
33,280180800,2801,2005,2,113.31
18,204100001,2041,2006,3,113.32
24,201500106,2015,2006,3,113.33
16,221780001,2217,2005,3,113.37
6,240300103,2403,2005,2,113.42
21,240601004,2406,2005,2,113.42
19,205901051,2059,2005,3,113.42
7,223002001,2230,2006,3,113.51
1,221003102,2210,2006,3,113.53
27,223001004,2230,2006,3,113.55
17,240100107,2401,2005,2,113.56
22,201203103,2012,2006,3,113.64
10,224502112,2245,2006,3,113.66
33,223003001,2230,2005,3,113.67
12,305380001,3053,2006,2,113.69
21,224501282,2245,2005,3,113.71
10,222001001,2220,2005,3,113.72
23,220500101,2205,2005,3,113.75
