st_code,cfra_code,major_head,year,vol,amt
24,220203104,2202,2010,3,49736.32
24,220203796,2202,2010,3,1127.23
24,220203911,2202,2010,3,-7.57
24,220204001,2202,2010,3,8.22
24,220204103,2202,2010,3,175.36
24,220204200,2202,2010,3,4334.57
24,220204796,2202,2010,3,1403.8
24,220205102,2202,2010,3,208.02
24,220205103,2202,2010,3,291.92
24,220280001,2202,2010,3,5073.64
24,220280003,2202,2010,3,2205.41
24,220280107,2202,2010,3,85.41
24,220280796,2202,2010,3,2481.34
24,220280800,2202,2010,3,2912.04
24,220280902,2202,2010,3,-3000
24,220280911,2202,2010,3,-1.02
24,220300001,2203,2010,3,851.09
24,220300003,2203,2010,3,0.74
24,220300103,2203,2010,3,2675.09
24,220300105,2203,2010,3,11819.67
24,220300112,2203,2010,3,9645.74
24,220300796,2203,2010,3,1305.3
24,220300911,2203,2010,3,-8.87
24,220400001,2204,2010,3,100.5
24,220400101,2204,2010,3,301.87
24,220400102,2204,2010,3,2070.02
24,220400103,2204,2010,3,274
24,220400104,2204,2010,3,4145.99
24,220400796,2204,2010,3,76.12
24,220400911,2204,2010,3,-2.04
24,220500101,2205,2010,3,50.82
24,220500102,2205,2010,3,818.32
24,220500103,2205,2010,3,753.45
24,220500104,2205,2010,3,552.12
24,220500105,2205,2010,3,1464.57
24,220500107,2205,2010,3,740.34
24,220500796,2205,2010,3,287.06
24,220500800,2205,2010,3,9987.84
24,220500911,2205,2010,3,-1.05
24,221001001,2210,2010,3,29899.28
24,221001102,2210,2010,3,10473.87
24,221001104,2210,2010,3,319.84
24,221001110,2210,2010,3,68141.92
24,221001200,2210,2010,3,84.54
24,221001796,2210,2010,3,5260.32
24,221001800,2210,2010,3,37.08
24,221001911,2210,2010,3,-33.66
24,221002101,2210,2010,3,4368.14
24,221002200,2210,2010,3,203.88
24,221002796,2210,2010,3,48.14
24,221002911,2210,2010,3,-0.62
24,221003101,2210,2010,3,2030.66
24,221003103,2210,2010,3,11773.74
24,221003104,2210,2010,3,13704.07
24,221003796,2210,2010,3,4736.16
24,221003911,2210,2010,3,-11.63
24,221004101,2210,2010,3,1985.99
24,221004102,2210,2010,3,128.44
24,221004796,2210,2010,3,698.5
24,221004911,2210,2010,3,-0.13
24,221005101,2210,2010,3,3077.83
24,221005102,2210,2010,3,557.22
24,221005105,2210,2010,3,22399.82
24,221005796,2210,2010,3,147.42
24,221005911,2210,2010,3,-1.78
24,221006001,2210,2010,3,1761.77
24,221006003,2210,2010,3,1652.92
24,221006101,2210,2010,3,13576.96
24,221006104,2210,2010,3,2899.63
24,221006106,2210,2010,3,1189.61
24,221006107,2210,2010,3,24.36
24,221006112,2210,2010,3,3535.12
24,221006796,2210,2010,3,4431.79
24,221006800,2210,2010,3,154.51
24,221006911,2210,2010,3,-0.28
24,221080001,2210,2010,3,993.71
24,221080004,2210,2010,3,473.67
24,221080800,2210,2010,3,19.5
24,221100001,2211,2010,3,2045.4
24,221100003,2211,2010,3,1123.24
24,221100101,2211,2010,3,18320.2
24,221100102,2211,2010,3,1145.02
24,221100103,2211,2010,3,13029.82
24,221100104,2211,2010,3,75.87
24,221100200,2211,2010,3,2058.46
24,221100796,2211,2010,3,1290
24,221100800,2211,2010,3,114
24,221100911,2211,2010,3,-2.59
24,221501001,2215,2010,3,2000
24,221501004,2215,2010,3,500
24,221501005,2215,2010,3,20
24,221501101,2215,2010,3,1298.41
24,221501102,2215,2010,3,5270
24,221501800,2215,2010,3,39762.16
24,221502106,2215,2010,3,488.6
24,221502107,2215,2010,3,423.43
24,221502796,2215,2010,3,5812.03
24,221601106,2216,2010,3,157.07
24,221601700,2216,2010,3,1.09
24,221601796,2216,2010,3,100
24,221603102,2216,2010,3,12852.1
24,221603103,2216,2010,3,2255
24,221603796,2216,2010,3,12013.84
24,221603800,2216,2010,3,14747.73
24,221680001,2216,2010,3,1128.63
24,221680052,2216,2010,3,-35.89
24,221680800,2216,2010,3,12594.71
24,221701001,2217,2010,3,1334.3
24,221703001,2217,2010,3,1980.54
24,221703191,2217,2010,3,157739.85
24,221703796,2217,2010,3,10121
24,221703911,2217,2010,3,-0.04
24,221704191,2217,2010,3,500
24,221705190,2217,2010,3,10
24,221705800,2217,2010,3,76.24
24,221780001,2217,2010,3,349.97
24,221780191,2217,2010,3,279477.81
24,221780192,2217,2010,3,1665
24,221780800,2217,2010,3,35080.63
24,222001001,2220,2010,3,4331.61
24,222001105,2220,2010,3,18.99
24,222001800,2220,2010,3,39.96
24,222001911,2220,2010,3,-0.09
24,222060102,2220,2010,3,98.88
24,222060106,2220,2010,3,699
24,222060110,2220,2010,3,895.43
24,222060111,2220,2010,3,1112.74
24,222060796,2220,2010,3,496.62
24,222060911,2220,2010,3,-0.16
24,222501001,2225,2010,3,1717.61
24,222501102,2225,2010,3,2814.95
24,222501190,2225,2010,3,397.5
24,222501277,2225,2010,3,18095.27
24,222501282,2225,2010,3,81.71
24,222501283,2225,2010,3,3318.32
24,222501793,2225,2010,3,1038.91
24,222501800,2225,2010,3,923.1
24,222501911,2225,2010,3,-20.46
24,222502001,2225,2010,3,80.86
24,222502102,2225,2010,3,707.1
24,222502277,2225,2010,3,15758.89
24,222502282,2225,2010,3,46.82
24,222502283,2225,2010,3,228.13
24,222502794,2225,2010,3,6913.2
24,222502796,2225,2010,3,42013.66
24,222502800,2225,2010,3,348.94
24,222502911,2225,2010,3,-39.18
24,222503001,2225,2010,3,999.55
24,222503102,2225,2010,3,1008.18
24,222503190,2225,2010,3,217
24,222503277,2225,2010,3,21068.06
24,222503282,2225,2010,3,303.66
24,222503283,2225,2010,3,5340.16
24,222503800,2225,2010,3,1243.35
24,222503911,2225,2010,3,-66.39
24,222580101,2225,2010,3,2145.26
24,222580911,2225,2010,3,-12.7
24,223001001,2230,2010,3,854.21
24,223001101,2230,2010,3,2374.41
24,223001102,2230,2010,3,1002.24
24,223001103,2230,2010,3,931.13
24,223001111,2230,2010,3,1025.99
24,223001796,2230,2010,3,558.12
24,223001800,2230,2010,3,548.43
24,223001911,2230,2010,3,-0.49
24,223002001,2230,2010,3,2022.24
24,223002796,2230,2010,3,200.98
24,223002911,2230,2010,3,-10.8
24,223003001,2230,2010,3,203.79
24,223003003,2230,2010,3,2845
24,223003101,2230,2010,3,23321.96
24,223003102,2230,2010,3,601.46
24,223003796,2230,2010,3,4345.8
24,223003911,2230,2010,3,-21.77
24,223501001,2235,2010,3,26.4
24,223501800,2235,2010,3,37
24,223502001,2235,2010,3,547.95
24,223502101,2235,2010,3,7564.25
24,223502102,2235,2010,3,918.72
24,223502103,2235,2010,3,10612.88
24,223502104,2235,2010,3,89.71
24,223502105,2235,2010,3,188.78
24,223502106,2235,2010,3,67.24
24,223502200,2235,2010,3,13194.34
24,223502796,2235,2010,3,6012.15
24,223502800,2235,2010,3,5969.92
24,223502911,2235,2010,3,-20.26
24,223560104,2235,2010,3,857.21
24,223560105,2235,2010,3,17.48
24,223560107,2235,2010,3,420.25
24,223560200,2235,2010,3,9049.3
24,223560911,2235,2010,3,-11.02
24,223602101,2236,2010,3,9033.64
24,223602102,2236,2010,3,42500.61
24,223602796,2236,2010,3,26335.24
24,223602800,2236,2010,3,56004.44
24,223602911,2236,2010,3,-2.87
24,224501104,2245,2010,3,285.23
24,224502101,2245,2010,3,56.87
24,224502102,2245,2010,3,0.9
24,224502104,2245,2010,3,0.14
24,224502105,2245,2010,3,15.68
24,224502111,2245,2010,3,213.5
24,224502112,2245,2010,3,7.74
24,224502113,2245,2010,3,107.94
24,224502122,2245,2010,3,640.92
24,224502282,2245,2010,3,401.15
24,224502800,2245,2010,3,5892.78
24,224505101,2245,2010,3,50212
24,224505911,2245,2010,3,50212
24,224506101,2245,2010,3,4.26
24,224506901,2245,2010,3,-7549.34
24,224580001,2245,2010,3,138.01
24,224580102,2245,2010,3,310.72
24,224580800,2245,2010,3,1136.88
24,224580911,2245,2010,3,-0.05
24,225000101,2250,2010,3,5.5
24,225000102,2250,2010,3,790.64
24,225000800,2250,2010,3,4.21
24,225100090,2251,2010,3,3951.21
24,225100092,2251,2010,3,167.72
24,225100793,2251,2010,3,29.2
24,225100800,2251,2010,3,273.65
24,240100001,2401,2009,2,4068.15
24,240100102,2401,2009,2,15.02
24,240100103,2401,2009,2,2931.91
24,240100104,2401,2009,2,2328
24,240100105,2401,2009,2,3250.28
24,240100107,2401,2009,2,240.96
24,240100108,2401,2009,2,1638.07
24,240100109,2401,2009,2,7534.66
24,240100110,2401,2009,2,19063.26
24,240100111,2401,2009,2,479.27
24,240100112,2401,2009,2,9.7
24,240100113,2401,2009,2,225.3
24,240100114,2401,2009,2,3128.25
24,240100119,2401,2009,2,4628.95
24,240100195,2401,2009,2,505.5
24,240100796,2401,2009,2,10196.71
24,240100800,2401,2009,2,43327.56
24,240100911,2401,2009,2,-7.45
24,240200101,2402,2009,2,114.07
24,240200102,2402,2009,2,20552.74
24,240200796,2402,2009,2,6810.83
24,240200800,2402,2009,2,23.21
24,240300001,2403,2009,2,1020.19
24,240300101,2403,2009,2,7106.57
24,240300102,2403,2009,2,5271.9
24,240300103,2403,2009,2,839.3
24,240300104,2403,2009,2,1380.72
24,240300106,2403,2009,2,288.23
24,240300107,2403,2009,2,274.4
24,240300109,2403,2009,2,54.04
24,240300113,2403,2009,2,316.12
24,240300796,2403,2009,2,3083.21
24,240300800,2403,2009,2,10.43
24,240300911,2403,2009,2,-2.2
24,240400001,2404,2009,2,1225.99
24,240400796,2404,2009,2,971.26
24,240400800,2404,2009,2,11
24,240500001,2405,2009,2,1003.97
24,240500101,2405,2009,2,764.92
24,240500102,2405,2009,2,213.53
24,240500103,2405,2009,2,2266.71
24,240500105,2405,2009,2,10
24,240500109,2405,2009,2,138.56
24,240500120,2405,2009,2,23.27
24,240500796,2405,2009,2,842.33
24,240500800,2405,2009,2,2285.7
24,240500911,2405,2009,2,-2.14
24,240601001,2406,2009,2,14712.68
24,240601005,2406,2009,2,971.08
24,240601070,2406,2009,2,248.98
24,240601101,2406,2009,2,202.04
24,240601105,2406,2009,2,343.63
24,240601796,2406,2009,2,2916.89
24,240601800,2406,2009,2,621.8
24,240601911,2406,2009,2,-0.12
24,240602110,2406,2009,2,4132.67
24,240602111,2406,2009,2,45.52
24,240602112,2406,2009,2,729.02
24,240602796,2406,2009,2,164.02
24,240602800,2406,2009,2,130
24,240602911,2406,2009,2,-0.79
24,240801001,2408,2009,2,2463.95
24,240801004,2408,2009,2,4630
24,240801101,2408,2009,2,13.31
24,240801911,2408,2009,2,-0.36
24,240802190,2408,2009,2,864.98
24,240802796,2408,2009,2,764.6
24,241501004,2415,2009,2,8926.99
24,241501150,2415,2009,2,460
24,241501277,2415,2009,2,12451.33
24,241501796,2415,2009,2,1075.2
24,241503004,2415,2009,2,194.49
24,241503277,2415,2009,2,928.5
24,241504277,2415,2009,2,267.1
24,241505277,2415,2009,2,157.5
24,241580013,2415,2009,2,26.92
24,242500001,2425,2009,2,3763.78
24,242500003,2425,2009,2,908.53
24,242500101,2425,2009,2,3521.36
24,242500107,2425,2009,2,3555.35
24,242500108,2425,2009,2,394.78
24,242500796,2425,2009,2,955.93
24,242500911,2425,2009,2,-0.15
24,243501101,2435,2009,2,2032.58
24,243501102,2435,2009,2,33.89
24,250101800,2501,2009,2,49.98
24,250102800,2501,2009,2,1582.25
24,250103800,2501,2009,2,4113.52
24,250106001,2501,2009,2,3953.3
24,250106101,2501,2009,2,1250.19
24,250106796,2501,2009,2,9970.24
24,250106800,2501,2009,2,12855.96
24,250501702,2505,2009,2,1095.34
24,250501796,2505,2009,2,2098.85
24,250502101,2505,2009,2,5578.17
24,250560703,2505,2009,2,3600
24,251500003,2515,2009,2,113.5
24,251500101,2515,2009,2,23472.2
24,251500102,2515,2009,2,27141.16
24,251500198,2515,2009,2,200
24,251500796,2515,2009,2,11774.56
24,251500800,2515,2009,2,29378.54
24,251500911,2515,2009,2,-7.98
24,257501229,2575,2009,2,18.21
24,257501253,2575,2009,2,366.75
24,257501255,2575,2009,2,209.24
24,257501259,2575,2009,2,524.5
24,257501268,2575,2009,2,18.63
24,257501277,2575,2009,2,388.31
24,257501278,2575,2009,2,13.51
24,257501280,2575,2009,2,224.36
24,257501282,2575,2009,2,8.94
24,257501288,2575,2009,2,209.73
24,257501291,2575,2009,2,44.35
24,257501295,2575,2009,2,15.93
24,257501305,2575,2009,2,154.65
24,257501306,2575,2009,2,79.24
24,257501307,2575,2009,2,42.4
24,257501309,2575,2009,2,12.69
24,257501310,2575,2009,2,75.99
24,257501313,2575,2009,2,1371.73
24,257501314,2575,2009,2,31
24,257501315,2575,2009,2,36.84
24,257501320,2575,2009,2,2.15
24,257501800,2575,2009,2,21.87
24,257501911,2575,2009,2,-1.08
24,270001999,2700,2009,2,8304.14
24,270080001,2700,2009,2,12165.1
24,270080005,2700,2009,2,1211.76
24,270080052,2700,2009,2,2579.27
24,270080799,2700,2009,2,51.42
24,270080911,2700,2009,2,-0.04
24,270180001,2701,2009,2,9860.76
24,270180004,2701,2009,2,526.85
24,270180005,2701,2009,2,22.77
24,270180800,2701,2009,2,8333.98
24,270180911,2701,2009,2,-0.29
24,270201103,2702,2009,2,3267.08
24,270201104,2702,2009,2,68.71
24,270201800,2702,2009,2,79.36
24,270201911,2702,2009,2,-0.03
24,270202103,2702,2009,2,227.77
24,270202800,2702,2009,2,1118
24,270203101,2702,2009,2,7272.21
24,270203102,2702,2009,2,12051.52
24,270203103,2702,2009,2,3882
24,270280001,2702,2009,2,5061.23
24,270280052,2702,2009,2,250.82
24,270280796,2702,2009,2,6565.51
24,270280800,2702,2009,2,58.3
24,270500701,2705,2009,2,5.73
24,270500704,2705,2009,2,74.6
24,270500705,2705,2009,2,727.4
24,270500796,2705,2009,2,325.07
24,271101001,2711,2009,2,43.55
24,271101052,2711,2009,2,416.78
24,271101103,2711,2009,2,2891.7
24,271103103,2711,2009,2,1100.66
24,280106796,2801,2009,2,31724.62
24,280106800,2801,2009,2,44.8
24,280180101,2801,2009,2,121424
24,280180190,2801,2009,2,112
24,280180800,2801,2009,2,167777.73
24,281001102,2810,2009,2,250
24,285100001,2851,2009,2,565.6
24,285100102,2851,2009,2,18061.64
24,285100103,2851,2009,2,632.58
24,285100104,2851,2009,2,288.32
24,285100105,2851,2009,2,974
24,285100106,2851,2009,2,26.4
24,285100108,2851,2009,2,24.22
24,285100200,2851,2009,2,6732.47
24,285100796,2851,2009,2,3490.67
24,285100800,2851,2009,2,4297.58
24,285100911,2851,2009,2,-39.74
24,285204001,2852,2009,2,24.27
24,285280001,2852,2009,2,652.22
24,285280003,2852,2009,2,5257.16
24,285280793,2852,2009,2,10
24,285280796,2852,2009,2,1283
24,285280800,2852,2009,2,31451.54
24,285280911,2852,2009,2,-0.54
24,285302001,2853,2009,2,2206.04
24,285302003,2853,2009,2,0.09
24,285302101,2853,2009,2,939.94
24,285302102,2853,2009,2,492.53
24,285302800,2853,2009,2,1598.25
24,285302911,2853,2009,2,-0.01
24,287560190,2875,2009,2,11.99
24,305102800,3051,2009,2,5107.5
24,305404337,3054,2009,2,91401.21
24,305404796,3054,2009,2,31223.24
24,305404800,3054,2009,2,282.07
24,305480001,3054,2009,2,13824.85
24,305480052,3054,2009,2,-326.34
24,305480107,3054,2009,2,39.02
24,305480796,3054,2009,2,4334.99
24,305480797,3054,2009,2,5807
24,305480799,3054,2009,2,-11.75
24,305480800,3054,2009,2,82120.05
24,305480911,3054,2009,2,-22.26
24,305500190,3055,2009,2,50162
24,305500800,3055,2009,2,405.16
24,342560004,3425,2009,2,487.36
24,342560200,3425,2009,2,871.3
24,342560600,3425,2009,2,50
24,343503003,3435,2009,2,760
24,345100090,3451,2009,2,5141.58
24,345100101,3451,2009,2,32.92
24,345100102,3451,2009,2,827.45
24,345100796,3451,2009,2,156.17
24,345100800,3451,2009,2,1920.94
24,345100911,3451,2009,2,-0.07
24,345201101,3452,2009,2,200
24,345201103,3452,2009,2,1
24,345201190,3452,2009,2,9526.8
24,345201800,3452,2009,2,95
24,345280001,3452,2009,2,19.1
24,345280800,3452,2009,2,2560
24,345401800,3454,2009,2,31.41
24,345402001,3454,2009,2,682
24,345402110,3454,2009,2,25.07
24,345402205,3454,2009,2,446.45
24,345402800,3454,2009,2,42.65
24,345600001,3456,2009,2,2438.27
24,345600190,3456,2009,2,15752.16
24,345600796,3456,2009,2,5214.49
24,345600800,3456,2009,2,531.8
24,345600911,3456,2009,2,-0.15
24,347500106,3475,2009,2,1329.28
24,347500108,3475,2009,2,44.64
24,347500200,3475,2009,2,225.83
24,347500201,3475,2009,2,426.28
24,347500796,3475,2009,2,80.58
24,347500800,3475,2009,2,3115.35
24,347500902,3475,2009,2,-3115.34
24,347500911,3475,2009,2,-0.48
24,203001101,2030,2009,3,89.3
24,203001102,2030,2009,3,139.43
24,203002001,2030,2009,3,1574.27
24,203002101,2030,2009,3,949.7
24,203002102,2030,2009,3,1064.29
24,203002911,2030,2009,3,-0.14
24,203003001,2030,2009,3,1521.24
24,203003797,2030,2009,3,0.15
24,203003911,2030,2009,3,-0.16
24,202900001,2029,2009,3,989.91
24,202900102,2029,2009,3,596.27
24,202900103,2029,2009,3,4433.86
24,202900796,2029,2009,3,282.67
24,202900800,2029,2009,3,91.03
24,202900911,2029,2009,3,-0.18
24,203900001,2039,2009,3,918.51
24,203900800,2039,2009,3,7.16
24,203900911,2039,2009,3,-0.01
24,204000001,2040,2009,3,1159.96
24,204000101,2040,2009,3,11746.87
24,204000911,2040,2009,3,-0.12
24,204100102,2041,2009,3,5479.85
24,204100911,2041,2009,3,-0.86
24,204500101,2045,2009,3,767.48
24,204500103,2045,2009,3,1046.57
24,204500911,2045,2009,3,-0.05
24,204700103,2047,2009,3,223.5
24,204700911,2047,2009,3,-0.02
24,204800101,2048,2009,3,56000
24,204901101,2049,2009,3,226971.05
24,204901123,2049,2009,3,434230.23
24,204901200,2049,2009,3,26984.91
24,204901305,2049,2009,3,758.76
24,204903104,2049,2009,3,34026.32
24,204903108,2049,2009,3,8786.99
24,204903117,2049,2009,3,355.51
24,204904101,2049,2009,3,25913.64
24,204904102,2049,2009,3,454.02
24,204904103,2049,2009,3,732.33
24,204904104,2049,2009,3,760.61
24,204904109,2049,2009,3,54279.81
24,204960101,2049,2009,3,42799.93
24,204960701,2049,2009,3,1883.54
24,204960796,2049,2009,3,71.82
24,204960911,2049,2009,3,-0.02
24,201102101,2011,2009,3,827.11
24,201102103,2011,2009,3,858.81
24,201203090,2012,2009,3,184.16
24,201203101,2012,2009,3,37.03
24,201203102,2012,2009,3,2
24,201203103,2012,2009,3,177.75
24,201203104,2012,2009,3,9
24,201203106,2012,2009,3,0.45
24,201203107,2012,2009,3,6.6
24,201203108,2012,2009,3,5.41
24,201203800,2012,2009,3,1.7
24,201300101,2013,2009,3,135.93
24,201300104,2013,2009,3,1.48
24,201300108,2013,2009,3,49.4
24,201300800,2013,2009,3,22.8
24,201400102,2014,2009,3,4242.27
24,201400103,2014,2009,3,14.08
24,201400105,2014,2009,3,22500.13
24,201400106,2014,2009,3,883.5
24,201400108,2014,2009,3,1557.26
24,201400110,2014,2009,3,11.29
24,201400114,2014,2009,3,2649.94
24,201400116,2014,2009,3,186.07
24,201400800,2014,2009,3,442.09
24,201400911,2014,2009,3,-32.5
24,201500101,2015,2009,3,492.49
24,201500102,2015,2009,3,378.67
24,201500103,2015,2009,3,667.82
24,201500105,2015,2009,3,10332.84
24,201500106,2015,2009,3,448.53
24,201500108,2015,2009,3,104.9
24,201500911,2015,2009,3,-1.14
24,205100102,2051,2009,3,524.86
24,205100103,2051,2009,3,476.79
24,205200090,2052,2009,3,17216.78
24,205200091,2052,2009,3,496.69
24,205200092,2052,2009,3,234.63
24,205200800,2052,2009,3,1109.69
24,205200911,2052,2009,3,-0.03
24,205300093,2053,2009,3,8587.96
24,205300094,2053,2009,3,9579.86
24,205300101,2053,2009,3,170.37
24,205300800,2053,2009,3,61.79
24,205300911,2053,2009,3,-1.22
24,205400095,2054,2009,3,347.23
24,205400096,2054,2009,3,418.2
24,205400097,2054,2009,3,4372.88
24,205400098,2054,2009,3,1669.1
24,205400800,2054,2009,3,590.11
24,205400911,2054,2009,3,-0.31
24,205500001,2055,2009,3,1407.13
24,205500004,2055,2009,3,1774.82
24,205500101,2055,2009,3,4276.97
24,205500104,2055,2009,3,256.94
24,205500109,2055,2009,3,131817.81
24,205500111,2055,2009,3,3258.39
24,205500113,2055,2009,3,533.27
24,205500114,2055,2009,3,494.29
24,205500115,2055,2009,3,7360.59
24,205500116,2055,2009,3,2520.75
24,205500800,2055,2009,3,7331.26
24,205500911,2055,2009,3,-43.7
24,205600001,2056,2009,3,334.81
24,205600101,2056,2009,3,3687.2
24,205600102,2056,2009,3,566.02
24,205600911,2056,2009,3,-0.06
24,205800001,2058,2009,3,139.4
24,205800101,2058,2009,3,1333.39
24,205800103,2058,2009,3,3419.91
24,205800105,2058,2009,3,39.8
24,205800797,2058,2009,3,-25.41
24,205901051,2059,2009,3,425.58
24,205901052,2059,2009,3,-3081.07
24,205901053,2059,2009,3,19459.39
24,205980001,2059,2009,3,2921.69
24,205980103,2059,2009,3,235.28
24,205980799,2059,2009,3,40.37
24,205980800,2059,2009,3,979.66
24,205980911,2059,2009,3,-3.95
24,207000001,2070,2009,3,160
24,207000003,2070,2009,3,779.27
24,207000104,2070,2009,3,502.41
24,207000105,2070,2009,3,193.11
24,207000106,2070,2009,3,2562.03
24,207000107,2070,2009,3,1432.05
24,207000114,2070,2009,3,1270
24,207000115,2070,2009,3,1371.44
24,207000120,2070,2009,3,52.58
24,207000800,2070,2009,3,164.9
24,207000911,2070,2009,3,-0.37
24,207101101,2071,2009,3,295408.28
24,207101102,2071,2009,3,46896.42
24,207101104,2071,2009,3,54101.6
24,207101105,2071,2009,3,51226.78
24,207101106,2071,2009,3,118.23
24,207101108,2071,2009,3,14.17
24,207101117,2071,2009,3,3486.48
24,207101800,2071,2009,3,63.8
24,207101911,2071,2009,3,-15.3
24,207500101,2075,2009,3,63.16
24,207500800,2075,2009,3,961.6
24,207500911,2075,2009,3,-0.19
24,220201001,2202,2009,3,355.9
24,220201104,2202,2009,3,1742
24,220201106,2202,2009,3,418736.84
24,220201107,2202,2009,3,1933.26
24,220201108,2202,2009,3,3284.8
24,220201796,2202,2009,3,11086.92
24,220201797,2202,2009,3,3200
24,220201800,2202,2009,3,15171.6
24,220201911,2202,2009,3,-21.89
24,220202001,2202,2009,3,589.89
24,220202105,2202,2009,3,110.27
24,220202106,2202,2009,3,193
24,220202107,2202,2009,3,4.14
24,220202109,2202,2009,3,13202.66
24,220202110,2202,2009,3,203074.56
24,220202191,2202,2009,3,8654.07
24,220202796,2202,2009,3,2750.36
24,220202800,2202,2009,3,986.2
24,220202911,2202,2009,3,-11.29
24,220203001,2202,2009,3,83.66
24,220203102,2202,2009,3,22138.96
24,220203103,2202,2009,3,3226.43
24,220203104,2202,2009,3,34827.25
24,220203796,2202,2009,3,985.36
24,220203911,2202,2009,3,-0.94
24,220204001,2202,2009,3,9.36
24,220204103,2202,2009,3,121.33
24,220204200,2202,2009,3,1350
24,220204800,2202,2009,3,-0.5
24,220205102,2202,2009,3,158.09
24,220205103,2202,2009,3,330.71
24,220205911,2202,2009,3,-0.01
24,220280001,2202,2009,3,6257.8
24,220280003,2202,2009,3,1951.09
24,220280107,2202,2009,3,102.43
24,220280796,2202,2009,3,2464.69
24,220280797,2202,2009,3,-3200
24,220280800,2202,2009,3,2749.25
24,220280911,2202,2009,3,-5.7
24,220300001,2203,2009,3,1111.97
24,220300003,2203,2009,3,1.75
24,220300103,2203,2009,3,2160.96
24,220300105,2203,2009,3,11391.67
24,220300112,2203,2009,3,9219.22
24,220300796,2203,2009,3,1282.17
24,220300911,2203,2009,3,-1.36
24,220400001,2204,2009,3,99.28
24,220400101,2204,2009,3,165.35
24,220400102,2204,2009,3,1569.6
24,220400103,2204,2009,3,245.17
24,220400104,2204,2009,3,2669.92
24,220400796,2204,2009,3,82.06
24,220400911,2204,2009,3,-26.72
24,220500101,2205,2009,3,30
24,220500102,2205,2009,3,462.76
24,220500103,2205,2009,3,635.94
24,220500104,2205,2009,3,467.57
24,220500105,2205,2009,3,1362.57
24,220500107,2205,2009,3,569.18
24,220500796,2205,2009,3,226.23
24,220500800,2205,2009,3,3043.76
24,220500911,2205,2009,3,-3.15
24,221001001,2210,2009,3,7534.99
24,221001102,2210,2009,3,9194.35
24,221001104,2210,2009,3,280.25
24,221001110,2210,2009,3,55455.99
24,221001200,2210,2009,3,129.48
24,221001796,2210,2009,3,4899.69
24,221001800,2210,2009,3,27.46
24,221001911,2210,2009,3,-6.27
24,221002101,2210,2009,3,3300.12
24,221002200,2210,2009,3,189.08
24,221002796,2210,2009,3,43.27
24,221002911,2210,2009,3,-0.21
24,221003101,2210,2009,3,1804.2
24,221003103,2210,2009,3,12662.64
24,221003104,2210,2009,3,12418.76
24,221003796,2210,2009,3,5846.62
24,221004101,2210,2009,3,1450.01
24,221004102,2210,2009,3,119.35
24,221004796,2210,2009,3,520.94
24,221004911,2210,2009,3,-0.07
24,221005101,2210,2009,3,2388.87
24,221005102,2210,2009,3,646.86
24,221005105,2210,2009,3,21361.9
24,221005796,2210,2009,3,106.97
24,221005911,2210,2009,3,-3.8
24,221006001,2210,2009,3,1514.4
24,221006003,2210,2009,3,1683.15
24,221006101,2210,2009,3,12829.77
24,221006104,2210,2009,3,2359.21
24,221006106,2210,2009,3,1334.76
24,221006107,2210,2009,3,25.13
24,221006112,2210,2009,3,1380.75
24,221006796,2210,2009,3,3724.32
24,221006800,2210,2009,3,134.86
24,221006911,2210,2009,3,-0.35
24,221080004,2210,2009,3,214.86
24,221080800,2210,2009,3,49
24,221100001,2211,2009,3,1152.85
24,221100003,2211,2009,3,959.08
24,221100101,2211,2009,3,11911.07
24,221100102,2211,2009,3,508.06
24,221100103,2211,2009,3,16637.7
24,221100104,2211,2009,3,66.36
24,221100105,2211,2009,3,3
24,221100200,2211,2009,3,1220.65
24,221100796,2211,2009,3,1352.51
24,221100800,2211,2009,3,114
24,221100911,2211,2009,3,-0.24
24,221501001,2215,2009,3,2000
24,221501004,2215,2009,3,1450
24,221501005,2215,2009,3,20
24,221501101,2215,2009,3,1598.57
24,221501102,2215,2009,3,5270
24,221501800,2215,2009,3,57203.71
24,221502106,2215,2009,3,173.25
24,221502107,2215,2009,3,448.7
24,221502796,2215,2009,3,4796.24
24,221601106,2216,2009,3,118
24,221601700,2216,2009,3,16.48
24,221601796,2216,2009,3,110
24,221602190,2216,2009,3,200
24,221602796,2216,2009,3,400
24,221603102,2216,2009,3,24253.94
24,221603103,2216,2009,3,1663.4
24,221603796,2216,2009,3,13878.16
24,221603800,2216,2009,3,25856.72
24,221680001,2216,2009,3,903.81
24,221680052,2216,2009,3,-38.44
24,221680800,2216,2009,3,11064.77
24,221680911,2216,2009,3,-6.45
24,221701001,2217,2009,3,1242.72
24,221703001,2217,2009,3,1805.87
24,221703191,2217,2009,3,194803.22
24,221703796,2217,2009,3,13273.15
24,221703911,2217,2009,3,-0.01
24,221704191,2217,2009,3,3000
24,221705190,2217,2009,3,477
24,221705800,2217,2009,3,58.41
24,221780001,2217,2009,3,278.75
24,221780191,2217,2009,3,232533.79
24,221780192,2217,2009,3,1615
24,221780800,2217,2009,3,38837.98
24,222001001,2220,2009,3,2408.86
24,222001105,2220,2009,3,18.86
24,222001800,2220,2009,3,47.43
24,222001911,2220,2009,3,-0.11
24,222060102,2220,2009,3,89.44
24,222060106,2220,2009,3,608.38
24,222060110,2220,2009,3,890.07
24,222060111,2220,2009,3,878.71
24,222060796,2220,2009,3,255.69
24,222060911,2220,2009,3,-0.23
